shape,group,category,quality,old_name,new_name,source_path,source_grid,source_cell,file_path,new_file_path
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_35.png,10_35_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_35.png,10,35,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_35.png,newData/lines/AI Many/Needs significant improvement/10_35_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_26.png,1_26_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_26.png,1,26,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_26.png,newData/lines/AI Many/Needs significant improvement/1_26_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_28.png,1_28_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_28.png,1,28,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_28.png,newData/lines/AI Many/Needs significant improvement/1_28_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_05.png,2_05_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_05.png,2,5,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_05.png,newData/lines/AI Many/Needs significant improvement/2_05_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_15.png,2_15_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_15.png,2,15,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_15.png,newData/lines/AI Many/Needs significant improvement/2_15_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_22.png,2_22_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_22.png,2,22,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_22.png,newData/lines/AI Many/Needs significant improvement/2_22_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_24.png,2_24_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_24.png,2,24,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_24.png,newData/lines/AI Many/Needs significant improvement/2_24_high.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_08.png,10_08_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_08.png,10,8,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_08.png,newData/lines/AI Many/Needs significant improvement/10_08_medium.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_16.png,10_16_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_16.png,10,16,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_16.png,newData/lines/AI Many/Needs significant improvement/10_16_medium.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_26.png,10_26_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_26.png,10,26,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_26.png,newData/lines/AI Many/Needs significant improvement/10_26_medium.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_13.png,2_13_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_13.png,2,13,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_13.png,newData/lines/AI Many/Needs significant improvement/2_13_medium.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_20.png,2_20_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_20.png,2,20,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_20.png,newData/lines/AI Many/Needs significant improvement/2_20_medium.png
lines,AI Many,Needs significant improvement,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_22.png,2_22_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_22.png,2,22,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_22.png,newData/lines/AI Many/Needs significant improvement/2_22_medium.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_05.png,10_05_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_05.png,10,5,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_05.png,newData/lines/AI Many/Not usable/10_05_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_14.png,10_14_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_14.png,10,14,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_14.png,newData/lines/AI Many/Not usable/10_14_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_30.png,10_30_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_30.png,10,30,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_30.png,newData/lines/AI Many/Not usable/10_30_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_33.png,10_33_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_33.png,10,33,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_33.png,newData/lines/AI Many/Not usable/10_33_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_18.png,1_18_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_18.png,1,18,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_18.png,newData/lines/AI Many/Not usable/1_18_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_21.png,1_21_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_21.png,1,21,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_21.png,newData/lines/AI Many/Not usable/1_21_high.png
lines,AI Many,Not usable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_26.png,2_26_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_26.png,2,26,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_26.png,newData/lines/AI Many/Not usable/2_26_high.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_06.png,10_06_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_06.png,10,6,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_06.png,newData/lines/AI Many/Not usable/10_06_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_19.png,10_19_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_19.png,10,19,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_19.png,newData/lines/AI Many/Not usable/10_19_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_22.png,10_22_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_22.png,10,22,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_22.png,newData/lines/AI Many/Not usable/10_22_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_23.png,10_23_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_23.png,10,23,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_23.png,newData/lines/AI Many/Not usable/10_23_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_24.png,10_24_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_24.png,10,24,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_24.png,newData/lines/AI Many/Not usable/10_24_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_25.png,10_25_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_25.png,10,25,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_25.png,newData/lines/AI Many/Not usable/10_25_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_30.png,10_30_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_30.png,10,30,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_30.png,newData/lines/AI Many/Not usable/10_30_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_36.png,10_36_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_36.png,10,36,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_36.png,newData/lines/AI Many/Not usable/10_36_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_19.png,1_19_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_1_19.png,1,19,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_19.png,newData/lines/AI Many/Not usable/1_19_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_20.png,1_20_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_1_20.png,1,20,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_20.png,newData/lines/AI Many/Not usable/1_20_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_24.png,1_24_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_1_24.png,1,24,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_24.png,newData/lines/AI Many/Not usable/1_24_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_31.png,1_31_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_1_31.png,1,31,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_1_31.png,newData/lines/AI Many/Not usable/1_31_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_10.png,2_10_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_10.png,2,10,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_10.png,newData/lines/AI Many/Not usable/2_10_medium.png
lines,AI Many,Not usable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_27.png,2_27_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_27.png,2,27,newData/lines/AI Many/Not usable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_27.png,newData/lines/AI Many/Not usable/2_27_medium.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_02.png,10_02_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_02.png,10,2,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_02.png,newData/lines/AI Many/Passable/10_02_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_07.png,10_07_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_07.png,10,7,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_07.png,newData/lines/AI Many/Passable/10_07_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_10.png,10_10_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_10.png,10,10,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_10.png,newData/lines/AI Many/Passable/10_10_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_16.png,10_16_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_16.png,10,16,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_16.png,newData/lines/AI Many/Passable/10_16_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_20.png,10_20_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_20.png,10,20,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_20.png,newData/lines/AI Many/Passable/10_20_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_23.png,10_23_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_23.png,10,23,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_23.png,newData/lines/AI Many/Passable/10_23_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_24.png,10_24_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_24.png,10,24,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_24.png,newData/lines/AI Many/Passable/10_24_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_27.png,10_27_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_27.png,10,27,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_27.png,newData/lines/AI Many/Passable/10_27_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_29.png,10_29_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_29.png,10,29,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_29.png,newData/lines/AI Many/Passable/10_29_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_34.png,10_34_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_34.png,10,34,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_34.png,newData/lines/AI Many/Passable/10_34_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_04.png,1_04_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_04.png,1,4,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_04.png,newData/lines/AI Many/Passable/1_04_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_10.png,1_10_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_10.png,1,10,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_10.png,newData/lines/AI Many/Passable/1_10_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_12.png,1_12_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_12.png,1,12,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_12.png,newData/lines/AI Many/Passable/1_12_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_24.png,1_24_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_24.png,1,24,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_24.png,newData/lines/AI Many/Passable/1_24_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_33.png,1_33_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_33.png,1,33,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_33.png,newData/lines/AI Many/Passable/1_33_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_02.png,2_02_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_02.png,2,2,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_02.png,newData/lines/AI Many/Passable/2_02_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_08.png,2_08_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_08.png,2,8,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_08.png,newData/lines/AI Many/Passable/2_08_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_10.png,2_10_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_10.png,2,10,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_10.png,newData/lines/AI Many/Passable/2_10_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_13.png,2_13_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_13.png,2,13,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_13.png,newData/lines/AI Many/Passable/2_13_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_19.png,2_19_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_19.png,2,19,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_19.png,newData/lines/AI Many/Passable/2_19_high.png
lines,AI Many,Passable,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_20.png,2_20_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_2_20.png,2,20,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_high__01_2_20.png,newData/lines/AI Many/Passable/2_20_high.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_02.png,10_02_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_02.png,10,2,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_02.png,newData/lines/AI Many/Passable/10_02_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_04.png,10_04_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_04.png,10,4,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_04.png,newData/lines/AI Many/Passable/10_04_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_11.png,10_11_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_11.png,10,11,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_11.png,newData/lines/AI Many/Passable/10_11_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_13.png,10_13_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_13.png,10,13,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_13.png,newData/lines/AI Many/Passable/10_13_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_14.png,10_14_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_14.png,10,14,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_14.png,newData/lines/AI Many/Passable/10_14_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_18.png,10_18_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_18.png,10,18,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_18.png,newData/lines/AI Many/Passable/10_18_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_29.png,10_29_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_29.png,10,29,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_29.png,newData/lines/AI Many/Passable/10_29_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_05.png,2_05_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_05.png,2,5,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_05.png,newData/lines/AI Many/Passable/2_05_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_11.png,2_11_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_11.png,2,11,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_11.png,newData/lines/AI Many/Passable/2_11_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_19.png,2_19_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_19.png,2,19,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_19.png,newData/lines/AI Many/Passable/2_19_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_23.png,2_23_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_23.png,2,23,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_23.png,newData/lines/AI Many/Passable/2_23_medium.png
lines,AI Many,Passable,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_25.png,2_25_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_25.png,2,25,newData/lines/AI Many/Passable/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_25.png,newData/lines/AI Many/Passable/2_25_medium.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_01.png,10_01_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_01.png,10,1,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_01.png,newData/lines/AI Many/Perfect/10_01_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_03.png,10_03_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_03.png,10,3,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_03.png,newData/lines/AI Many/Perfect/10_03_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_04.png,10_04_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_04.png,10,4,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_04.png,newData/lines/AI Many/Perfect/10_04_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_13.png,10_13_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_13.png,10,13,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_13.png,newData/lines/AI Many/Perfect/10_13_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_15.png,10_15_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_15.png,10,15,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_15.png,newData/lines/AI Many/Perfect/10_15_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_18.png,10_18_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_18.png,10,18,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_18.png,newData/lines/AI Many/Perfect/10_18_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_19.png,10_19_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_19.png,10,19,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_19.png,newData/lines/AI Many/Perfect/10_19_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_21.png,10_21_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_21.png,10,21,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_21.png,newData/lines/AI Many/Perfect/10_21_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_25.png,10_25_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_25.png,10,25,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_25.png,newData/lines/AI Many/Perfect/10_25_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_26.png,10_26_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_26.png,10,26,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_26.png,newData/lines/AI Many/Perfect/10_26_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_32.png,10_32_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_32.png,10,32,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_32.png,newData/lines/AI Many/Perfect/10_32_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_36.png,10_36_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_36.png,10,36,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_36.png,newData/lines/AI Many/Perfect/10_36_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_02.png,1_02_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_02.png,1,2,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_02.png,newData/lines/AI Many/Perfect/1_02_high.png
lines,AI Many,Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_03.png,1_03_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_03.png,1,3,newData/lines/AI Many/Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_03.png,newData/lines/AI Many/Perfect/1_03_high.png
